year,quarter,GNP,RGNP72,GNPDEF,TRGNP,CPRATE,CORPYIELD,M1,M2,BASE,CSTOCK,WPRICE67,PRODURNO,PRODUR72,PRODURDF,NONRESNO,NONRES72,NONRESDF,IRESNOM,IRES72,IRESDEF,DBUSINOM,DBUSI72,CDURNOM,CDUR72,CDURDEF,CNDURNOM,CNDUR72,CNDURDEF,XPTNOM,XPT72,XPTDEF,MPTNOM,MPT72,MPTDEF,GOVPURNO,GOVPUR72,GOVPURDF,NCSPDE72,NCSBS72,NCSCON72,CCSPDE72,CCSBS72
1968,4,900.3,1071.28,84.04,1023.7,5.96,6.84,198.55,561.8,66.47,105.21,103.3,61.7,69.65,88.58,34.2,44.35,77.11,35,42.27,82.8,7.7,8.6,83.3,90.45,92.1,470.7,554.25,84.93,53.52,62.3,85.9,49.8,61.18,81.4,204,261.2,78.1,340.74,444.18,334.6,21.86,11.75
1969,1,921.2,1084.15,84.97,1035.7,6.66,7.32,201.73,571.2,67.4,100.93,104.8,64.1,72.04,88.98,35.5,45.08,78.75,37.1,43.6,85.1,10.4,11.7,85.3,92.32,92.4,480.5,559.52,85.88,49.73,57.1,87.1,45.9,55.84,82.2,204.5,258.53,79.1,346.1,448.75,340.42,22.05,12.22
1969,2,937.4,1088.73,86.1,1043.6,7.54,7.54,203.18,576.5,67.93,101.67,106.2,65.2,72.78,89.59,36.3,45.05,80.59,37.5,43.3,86.6,10.4,11.8,85.7,92.05,93.1,491.2,564.15,87.07,58.98,67.4,87.5,55.3,67.03,82.5,207.4,259.25,80,351.45,453.24,345.88,22.11,12.59
1969,3,955.3,1091.9,87.49,1053.8,8.49,7.7,204.18,580.3,68.5,94.47,107,66.5,73.58,90.38,39,47.18,82.66,36.3,40.92,88.7,12.3,13.7,85.9,91.77,93.6,500.8,567.72,88.21,59.54,67.2,88.6,55.6,66.91,83.1,210.7,256.95,82,356.8,458.2,350.98,22.47,13.09
1969,4,962,1085.53,88.62,1060.6,8.62,8.22,206.1,585.2,69.43,94.28,108,66.6,73.12,91.08,38.8,45.99,84.37,34.9,38.86,89.8,6.2,7,86,91.2,94.3,511.7,572.37,89.4,61.81,68.3,90.5,56.6,66.51,85.1,212.4,254.98,83.3,361.84,462.78,355.68,22.48,13.38
1970,1,972,1081.32,89.89,1071.2,8.55,8.86,207.9,587.3,70.2,88.71,109.6,66.5,72.22,92.08,38.5,44.89,85.76,34.7,38.68,89.7,1.6,2.1,84.9,89.75,94.6,523,577.58,90.55,63.64,69.4,91.7,57.1,66.16,86.3,216.4,252.8,85.6,366.47,467.02,359.77,23.19,14.21
1970,2,986.3,1083.01,91.07,1082.4,8.17,8.7,209.78,593.1,71.33,79.2,110.1,66.7,71.81,92.88,39.1,44.72,87.44,33.4,36.78,90.8,4.4,5,86.3,90.75,95.1,530.6,579.86,91.5,66.71,71.5,93.3,58.6,66.97,87.5,217.7,249.66,87.2,370.82,471.15,363.9,22.53,13.71
1970,3,1003.6,1093.37,91.79,1091.6,7.84,9.4,212.78,603.5,72.67,78.74,110.8,67.3,71.92,93.57,39.6,44.48,89.02,34.9,38.69,90.2,6,6.5,87.3,91.13,95.8,540.9,585.32,92.41,66.08,70.6,93.6,59.6,66.37,89.8,221.1,250.97,88.1,375.04,475.16,367.92,22.81,14.31
1970,4,1009,1084.6,93.03,1105.2,6.29,9.33,216.08,619.1,74,86.23,110.9,64.6,68.17,94.76,40.1,44.16,90.8,38.5,42.45,90.7,0.9,1.4,82.4,84.77,97.2,551.6,588.89,93.67,66.32,70.4,94.2,60.7,66.78,90.9,225.3,250.89,89.8,378.17,479.03,370.14,22.72,14.45
1971,1,1049.3,1111.55,94.4,1119.2,4.59,8.74,220.28,640.4,75.63,96.73,112.6,66.2,68.85,96.15,40.3,43.75,92.11,42.3,45.98,92,10.6,11.2,93,93.94,99,559.8,592.83,94.43,68.37,70.7,96.7,61,66.02,92.4,229.7,249.95,91.9,381.35,482.74,374.53,21.26,13.3
1971,2,1068.9,1116.93,95.7,1130.9,5.04,8.45,225.25,666.6,77.1,101.47,113.9,68.4,70.48,97.04,40.8,43.49,93.81,47.8,50.69,94.3,9.9,10.4,95.9,96.38,99.5,570.1,596.79,95.53,69.14,71.2,97.1,65.6,70.92,92.5,232.4,248.29,93.6,384.82,486.33,379.31,20.42,12.8
1971,3,1086.6,1125.78,96.52,1136.9,5.74,8.76,228.45,684.6,78.67,98.55,114.8,68.9,70.57,97.64,41.7,43.8,95.2,51.3,53.83,95.3,6.8,7,98.2,99.09,99.1,579.4,598.94,96.74,71.75,74.2,96.7,67.9,72.54,93.6,236.4,250.42,94.4,388.18,489.94,384.52,20.42,13.14
1971,4,1105.8,1135.43,97.39,1140.4,5.07,8.48,230.7,702.9,79.6,96.41,114.9,71.3,72.66,98.13,41.8,43.05,97.1,54.3,56.1,96.8,3.2,3.6,102,103.55,98.5,590.6,604.88,97.64,66.01,67.7,97.5,64.3,67.9,94.7,240.9,251.46,95.8,391.94,493.31,390.58,19.88,12.83
1972,1,1142.4,1157.21,98.72,1155.9,4.06,8.23,235.6,725.2,81,105.41,117,74.7,75.36,99.12,43.5,44.17,98.49,58.9,60.29,97.7,6.2,6.3,105.6,106.24,99.4,604,612.31,98.64,74,74.9,98.8,74.3,76.92,96.6,249.7,254.54,98.1,396.23,496.91,396.99,19.94,12.88
1972,2,1171.7,1178.54,99.42,1170.2,4.58,8.24,239.38,744.3,82.63,108.16,118.2,76.6,76.6,100,44.3,44.66,99.2,60.3,61.22,98.5,12,12.1,109,109,100,618.4,622.11,99.4,73.75,74.2,99.4,74,74.6,99.2,251.5,253.27,99.3,400.68,500.58,403.77,19.85,12.75
1972,3,1196.1,1193.12,100.25,1177.4,4.94,8.23,244.55,768.5,84.1,109.2,119.9,78.3,77.92,100.49,45,44.87,100.3,61.4,61.28,100.2,12.8,12.8,112.2,111.64,100.5,632,629.76,100.36,77.97,78.2,99.7,76.5,75.74,101,252.9,252.4,100.2,405.29,504.24,410.85,19.94,13
1972,4,1233.5,1214.79,101.54,1191,5.33,8.06,250.7,793.4,86.23,114.04,121.2,84,83.75,100.29,46.7,45.82,101.92,65.6,63.38,103.5,9.8,9.7,117.6,117.6,100,649.4,639.5,101.55,84.07,82.5,101.9,82.1,79.63,103.1,258.3,252,102.5,411.19,508.09,419.06,19.75,13.12
1973,1,1283.5,1246.72,102.95,1202.5,6.28,7.9,254.8,813.8,88.23,115,127.1,88.9,88.55,100.39,48.3,46.57,103.71,68.1,64.55,105.5,16.3,16,125.5,124.75,100.6,664.6,644.43,103.13,95.82,91,105.3,88.8,83.38,106.5,264.9,254.71,104,418.06,512.06,428.64,19.43,12.88
1973,2,1307.6,1248.31,104.75,1210.8,7.47,8.09,258.4,827.9,89.97,107.41,133.2,93.9,92.62,101.38,50.8,47.74,106.42,66.9,61.6,108.6,15.4,15.2,124.3,122.46,101.5,678.6,644.24,105.33,105.01,95.9,109.5,93.5,82.09,113.9,266.3,251.23,106,425.7,516.27,437.15,19.54,13.24
1973,3,1337.7,1255.7,106.53,1221,9.87,8.24,261.03,840.3,91.73,105.08,138.7,96,93.78,102.37,53.2,48.89,108.83,65.2,58.84,110.8,15.2,13.8,123.4,120.86,102.1,697.3,649.91,107.29,114.07,99.8,114.3,95.6,80.47,118.8,268.9,251.31,107,433.35,520.7,444.82,19.42,13.32
1973,4,1376.7,1266.05,108.74,1234.5,8.98,8.41,264.68,851.6,93.23,102.22,139.9,97.5,94.15,103.56,54.3,48.65,111.62,62.1,54.86,113.2,27,23.7,120.2,117.15,102.6,714.1,650.22,109.82,123.49,102.4,120.6,103.6,81.13,127.7,281.6,256.47,109.8,440.81,525.01,451.16,19.16,13.25
1974,1,1387.7,1253.34,110.72,1237.5,8.3,8.58,268.77,868.7,95.37,95.67,149.2,99.5,95.43,104.26,55.5,47.69,116.38,58.2,50,116.4,12.6,13.2,118.5,114.49,103.5,735,647.99,113.43,136.85,108.1,126.6,114.7,79.82,143.7,286.8,258.15,111.1,448.31,529.01,456.52,18.99,13.58
1974,2,1423.8,1254.67,113.48,1252.8,10.46,8.88,271.23,880,97.57,90.64,154.5,101.1,94.78,106.66,57.8,46.37,124.65,56.2,46.99,119.6,17.8,12.6,121.7,114.7,106.1,756.9,650.2,116.41,146.4,111.5,131.3,134.6,93.6,143.8,300.6,261.62,114.9,455.37,532.62,461.65,19,14.33
1974,3,1451.6,1246.86,116.42,1264.7,11.53,9.55,273.73,889.6,99.47,75.66,165.4,105.2,95.23,110.47,57.2,42.87,133.42,54.8,44.59,122.9,10.7,7.7,127.4,115.82,110,779.3,654.05,119.15,147.49,107.5,137.2,139.8,81.37,171.8,309.2,262.03,118,462.28,535.3,466.79,19.3,15.22
1974,4,1473.8,1230.32,119.79,1273.3,9.05,10.41,276.73,902.4,101.6,69.42,171.2,104.2,89.8,116.04,58.5,41.99,139.33,49.9,39.7,125.7,15.4,12.9,118.5,104.5,113.4,795.6,652.85,121.87,154.15,106.9,144.2,142.1,80.33,176.9,319.7,262.91,121.6,467.57,537.72,468.84,19.6,15.45
1975,1,1479.8,1204.26,122.88,1279.9,6.56,10.62,278.75,920.1,103.2,78.81,171.2,101.6,83.71,121.38,55.8,39.01,143.03,48.2,37.36,129,-14.2,-14.3,122.4,106.53,114.9,812.7,657.52,123.6,156,104,150,130.3,71.83,181.4,327.7,264.27,124,471.14,539.36,471.29,18.78,13.97
1975,2,1516.7,1218.82,124.44,1291.6,5.92,10.34,283.8,954.3,105.2,89.07,173,102.6,81.68,125.62,55.1,38.21,144.2,49.9,38.15,130.8,-14.6,-11.3,127.1,109.01,116.6,834.5,667.23,125.07,149.15,100.3,148.7,120.7,66.8,180.7,333.6,264.34,126.2,474.08,540.77,474.24,18.21,12.67
1975,3,1578.5,1246.05,126.68,1307.9,6.67,10.33,288.13,989.1,107.4,87.62,176.7,105.2,82.51,127.5,56.7,39.13,144.91,53.5,40.62,131.7,2.1,1,136.7,115.95,117.9,855.4,670.49,127.58,152.73,102.5,149,127.8,71.72,178.2,344,268.12,128.3,477.11,542.39,478.77,17.83,12.14
1975,4,1621.8,1257.31,128.99,1316.5,6.12,10.37,290.88,1014,109.4,89.11,178.6,107.3,82.67,129.79,58,39.74,145.93,57.9,43.08,134.4,-0.8,-2.3,142.6,119.23,119.6,874.3,675.17,129.49,161.96,107.4,150.8,133.8,75.08,178.2,354.3,269.84,131.3,480.08,544.14,483.88,17.64,11.85
1976,1,1672,1284.97,130.12,1327.3,5.29,10.24,295.18,1046,111.5,99.53,179.5,111.1,84.43,131.58,58.8,40.15,146.44,63.6,46.76,136,15.3,10,152,125.1,121.5,895.8,685.59,130.66,163.98,107.6,152.4,145.6,80.89,180,357,268.42,133,483.37,545.97,490.2,17.77,11.95
1976,2,1698.6,1293.68,131.3,1336.7,5.57,9.83,299.53,1080,114.3,101.62,182.1,114.4,86.27,132.61,59.3,40.02,148.18,67.3,48.14,139.8,17.3,11.3,154.6,125.59,123.1,912.6,692.05,131.87,170.18,109.3,155.7,153.4,83.32,184.1,358.1,266.44,134.4,487,547.74,496.32,17.64,11.87
1976,3,1729,1301.08,132.89,1353.6,5.53,9.63,303.35,1110,116.3,104.31,184.3,120.1,89.37,134.39,60.3,40.34,149.47,67.8,47.61,142.4,11.4,7.3,158.1,126.89,124.6,936.1,700.22,133.69,173.65,111.6,155.6,161.4,85.94,187.8,362.8,265.98,136.4,491.27,549.56,502.44,17.89,12.11
1976,4,1772.5,1313.06,134.99,1362.8,4.99,9.29,309.35,1152,118.6,102.58,186,123.7,91.1,135.78,61.1,40.42,151.18,76.6,52.29,146.5,3.3,2.4,162.6,128.54,126.5,965.3,710.67,135.83,177.47,111.9,158.6,168.1,88.52,189.9,370.4,266.09,139.2,495.81,551.37,508.66,17.37,11.59
1977,1,1834.8,1341.23,136.8,1374.6,4.81,9.08,316.55,1192,120.8,101.78,190.1,133.8,97.4,137.37,61.6,39.97,154.11,81,53.57,151.2,22.4,10.5,173.7,135.7,128,990.1,715.89,138.3,177.82,111,160.2,180,88.76,202.8,377.9,268.51,140.74,501.76,553.04,516.35,17.37,11.49
1977,2,1895.1,1363.28,139.01,1384.7,5.24,9.07,321.8,1225,121,99.03,194.7,140.7,101.25,138.96,65.3,41.32,158.05,91.9,58.61,156.8,20.8,13.8,175.7,136.84,128.4,1010.5,719.02,140.54,184.97,113.9,162.4,186.8,91.3,204.6,390.7,271.34,143.99,508.45,555.02,523.93,17.57,11.83
1977,3,1954.4,1385.8,141.03,1398.8,5.81,8.87,327.6,1254,123.8,98.05,194.9,144.2,101.81,141.64,68.2,42.61,160.06,95.3,59.9,159.1,27.6,18.7,179.4,138.64,129.4,1038,727.99,142.59,186.85,115.2,162.2,187.2,90.26,207.4,398.7,273.66,145.69,515.04,557.3,531.57,17.8,11.93
1977,4,1988.9,1388.51,143.24,1407.4,6.59,8.89,334.8,1285,126.5,93.95,197.2,154.1,106.86,144.21,69.5,42.14,164.93,99.6,59.29,168,13,10.1,186.4,142.29,131,1068,738.8,144.56,181.25,111.4,162.7,192.9,93.19,207,408,275.81,147.93,522.64,559.43,539.73,18.5,12.87
1978,1,2031.7,1400.01,145.12,1419,6.8,9.17,341.13,1309,129.5,89.35,202,154.7,105.39,146.79,72.1,43.21,166.85,98.9,58.52,169,25,17.3,185,139.52,132.6,1093.3,744.59,146.83,195.46,118.1,165.5,207.2,99.04,209.2,412.8,274.57,150.34,529.59,561.79,546.77,19.36,14
1978,2,2139.5,1436.97,148.89,1430.7,7.2,9.32,348.7,1334,132.5,95.93,208,164.6,110.77,148.6,78.7,45.43,173.25,107.4,60.64,177.1,27,18.4,200.1,148.11,135.1,1129.9,752.53,150.15,213.17,124.3,171.5,217.2,101.92,213.1,424.4,276.4,153.55,537.63,564.67,555.6,19.99,15.29
1978,3,2202.5,1448.82,152.02,1442.4,8.08,9.6,355.45,1361,135.3,101.66,211.2,168.4,111.6,150.9,83.3,46.39,179.57,109.6,59.79,183.3,19.1,13.3,202,147.02,137.4,1167.9,764.29,152.81,223.98,128.8,173.9,222.9,103.53,215.3,439.3,280.06,156.86,545.58,567.74,563.7,19.8,15.31
1978,4,2281.6,1468.4,155.38,1454.4,9.9,9.59,361.38,1393,138.1,97.13,216,175.7,115.06,152.71,87.6,47.31,185.17,111.6,58.86,189.6,17.7,15.2,210.2,150.79,139.4,1206.4,772.79,156.11,242.18,135.6,178.6,232,106.23,218.4,451.1,280.14,161.03,554.1,571,572.32,19.4,15.23
1979,1,2335.5,1472.57,158.6,1464.4,10.1,10.13,367.08,1415,140.6,99.35,223.9,182.6,117.57,155.32,88.9,46.64,190.63,112.5,58.08,193.7,24.3,12.9,212.5,149.65,142,1241.7,775.81,160.05,256.22,138.8,184.6,238.9,105.38,226.7,456.9,280.59,162.84,562.93,574.05,580.22,19.78,15.94
1979,2,2377.9,1469.2,161.85,1475.2,10.03,10.33,376.1,1451,143.3,101.18,231.8,182.5,115.24,158.37,94.8,48.84,194.09,112.9,56.34,200.4,33,13.7,207.4,144.13,143.9,1270.6,778.4,163.23,268.16,140.4,191,259.1,108.96,237.8,464.5,280.18,165.79,570.84,577.59,586.32,19.34,15.4
1979,3,2454.8,1486.59,165.13,1486.2,10.6,10.29,384.58,1489,146.4,106.22,239.1,191.9,119.09,161.14,101.6,50.43,201.48,114.9,55.51,207,13.3,4.8,213.3,146.7,145.4,1315.8,786.61,167.28,290.64,149.2,194.8,274.5,109.36,251,478.5,280.97,170.3,579.43,581.49,592.76,19.02,15.12
1979,4,2502.9,1489.38,168.05,1497.2,13.1,11.4,388.38,1517.3,149.4,105.3,247.5,188.1,115.53,162.82,107.4,51.78,207.41,115.4,54.93,210.1,-0.9,-2.3,216.1,146.01,148,1366.2,795.62,171.71,310.61,156.4,198.6,300,112.15,267.5,497.6,285.29,174.42,586.81,585.66,598.69,19.82,16.68
1980,1,2572.9,1496.4,171.94,1508.3,14.25,12.42,394.3,1518.9,152.3,110.3,259,203.6,123,165.53,113.6,52.3,217.21,106.4,49.47,215.1,-1.6,-0.5,220.7,145.2,152,1399.7,793,176.51,335.38,164.4,204,322.5,114.52,281.6,517.6,283.93,182.3,595.78,589.89,604.11,20.57,18.64
1980,2,2578.8,1461.4,176.46,1519.5,10.62,14.19,390,1535.7,154.6,108.4,264.2,193.9,115.7,167.59,110,49.1,224.03,87.4,39.62,220.6,3,-2.1,200.8,129.97,154.5,1425.7,789.6,180.56,336.65,161,209.1,314.2,108.42,289.8,535.5,286.82,186.7,602.6,593.27,605.45,21.85,21.22
1980,3,2639.1,1464.2,180.24,1530.8,9.65,12.67,405.5,1588,158.5,123.28,272.9,200.2,118.1,169.52,111.2,47.9,232.15,93.5,41.52,225.2,-25.4,-10.1,213.8,135.57,157.7,1469.5,793.8,185.12,337.67,156.4,215.9,300.5,102.91,292,539.1,284.04,189.8,609.76,596.29,608.11,19.59,18.21
1980,4,2736,1477.9,185.13,1542.1,14.51,14.23,416.1,1625.8,162.6,133.12,279.2,205.8,119.4,172.36,116,48.9,237.22,105,46.4,226.29,-15.1,-4.7,223.6,139,160.86,1518.3,800.9,189.57,345.4,154.7,223.27,322,109.3,294.6,559,282.5,197.88,616.98,599.52,611.51,20.98,20.64
1981,1,2875.8,1513.5,190.01,1553.6,14.52,15.03,420.9,1654.5,163.8,131.52,287.6,215.3,123.3,174.62,123.4,50.8,242.91,107.6,46.4,231.9,21.9,8.1,237.8,146.1,162.77,1560.2,804.1,194.03,368.4,161.2,228.54,335.3,112.5,298.04,576.6,286,201.61,624.81,603.1,616.33,21.02,21.19
1981,2,2918,1511.7,193.03,1565.1,15.35,15.56,429.3,1697.7,166.4,132.81,294.1,220.6,123.1,179.2,131.9,52.8,249.81,104.9,44.5,235.73,23.7,12.4,232.4,140,166,1596.9,809.1,197.37,369.8,161,229.69,347.5,116.3,298.8,585.3,285.1,205.3,632.55,607.02,619.67,21.53,21.91
1981,3,3009.3,1522.1,197.71,1576.7,16.27,16.17,432.6,1731.7,168.3,125.68,296.1,226,125.2,180.51,143.6,55.6,258.27,96.9,40.2,241.05,39.7,17.5,242.5,143.5,168.99,1634.8,812.1,201.31,368.7,159.3,231.45,343.9,118.7,289.72,601.3,287.4,209.22,640.45,611.39,623.67,22.07,23.47
1981,4,3027.9,1501.3,201.69,1588.4,12.94,17.11,437.5,1777.2,169.9,122.17,295.8,225.3,123.8,181.99,147.4,55.7,264.63,90,36.8,244.57,18.9,7.2,228.9,134,170.82,1662.9,812.9,204.56,372.8,159.4,233.88,341.1,118.2,288.58,622.7,289.6,215.02,647.63,615.98,625.21,22.45,25.23
1982,1,3026,1483.5,203.98,1600.2,13.7,17.1,448.8,1819.8,173.5,114.21,298.3,220.1,121.7,180.86,149.8,55.8,268.46,83.4,33.9,246.02,-17,-6.7,239.4,138.5,172.85,1691.8,815.2,207.53,359.4,152.2,236.14,331.7,117.3,282.78,630.9,290.2,217.4,653.78,620.36,627.58,22.43,25.24
1982,2,3061.2,1480.5,206.77,1612.1,13.48,16.78,451.3,1853.2,177,114.12,298.6,211.8,115.1,184.01,144.4,54.4,265.44,85.9,35,245.43,-10.9,-4,241.6,138.8,174.06,1717.2,820.1,209.63,366.3,155.1,236.17,330.8,121,273.39,633.7,287,220.8,658.26,624.68,630.07,22.24,24.79
1982,3,3080.1,1477.1,208.52,1624,11.53,16.8,458.2,1896.6,180,113.82,300,207.1,113.4,182.63,139.7,52.9,264.08,84.5,34.4,245.64,-15.3,-6.4,244.5,139.3,175.52,1756.7,824.9,212.96,346.3,146.6,236.22,339.7,120.9,280.98,656.3,292.8,224.15,661.88,628.63,632.13,22.32,24.9
1982,4,3109.6,1478.8,210.28,1636.1,8.81,14.73,475.7,1946.7,183.8,136.71,300.3,204.3,111.6,183.07,140.5,52.7,266.6,92.5,38.1,242.78,-61.1,-24.6,255,145.2,175.62,1791.2,831.1,215.52,321.7,136.7,235.33,315.4,112.6,280.11,681,300.6,226.55,664.87,632.42,635.32,20.39,21.81
1983,1,3173.8,1491,212.86,1648.4,8.34,13.94,490.9,2046.3,189,147.65,300.5,207.6,114.5,181.31,131.4,49.4,265.99,108.9,43.8,248.63,-42.9,-16.5,259.4,146.8,176.7,1811,835.6,216.73,328.5,138.2,237.7,308.9,115.3,267.91,678.8,294.3,230.65,668.1,635.57,639,19.35,20.45
1983,2,3267,1524.8,214.26,1660.7,8.61,13.29,505.2,2100.4,194.1,162.73,301.5,217.1,119.3,181.98,126.5,48.5,260.83,125.3,51,245.69,-19.4,-6.1,276.1,156.2,176.76,1865.5,850,219.47,328.1,137,239.49,334.5,123.4,271.07,682.2,292.4,233.31,672.51,638.21,645.16,19.23,20.07
1983,3,3346.6,1550.2,215.88,1673.2,9.44,13.39,517.2,2136.6,197.6,165.51,304.4,231.5,126.4,183.15,127.1,48.7,260.99,137.7,54.7,251.74,-4.3,0.9,284.1,159.6,178.01,1897.4,856.1,221.63,342,141.6,241.53,358.4,129.7,276.33,689.8,292,236.23,678.2,641.13,651.36,19.37,20.34
1983,4,3431.7,1572.7,218.2,1685.7,9.19,13.46,523.4,2181.9,201.4,165.75,305.9,251.1,135.3,185.59,137.5,51.8,265.44,138.7,55.2,251.27,12.7,7.2,299.8,167.2,179.31,1930.5,865.2,223.13,346.1,141,245.46,375.9,139.1,270.24,691.4,288.8,239.4,685.79,644.3,658.66,20.81,21.27